,Product_Name,Product_Cost,Manufacture_Date,Expiry_Date,SKU,Store_Name,Store_Address,Region,Sale_Date,Quantity_Sold,Product_Amount,Product_Measure,Product_Volume,Manufacturer,Expired_days,days2sale
716048,Молоко,425.5,2024-03-13 14:39:53,2024-03-18 14:39:53,1003,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2024-03-13 14:39:53,5.0,4.65,л,0.005,"ОАО ""Молокозавод №1""",5,0
716057,Молоко,72.5,2023-01-28 19:47:40,2023-02-02 19:47:40,1004,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2023-01-28 19:47:40,1.0,1.4,л,0.0015,"Фермерское хозяйство ""Молочный рай""",5,0
716166,Молоко,240.9,2023-05-23 18:34:50,2023-05-28 18:34:50,1003,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2023-05-25 18:34:50,3.0,2.79,л,0.003,"ОАО ""Молокозавод №1""",3,2
716169,Молоко,373.5,2022-02-06 13:35:30,2022-02-11 13:35:30,1003,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2022-02-10 13:35:30,5.0,4.65,л,0.005,"ОАО ""Молокозавод №1""",1,4
716188,Молоко,78.2,2024-06-24 14:05:37,2024-06-29 14:05:37,1004,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2024-06-26 14:05:37,1.0,1.4,л,0.0015,"Фермерское хозяйство ""Молочный рай""",3,2
716190,Молоко,305.2,2022-06-18 16:42:58,2022-06-23 16:42:58,1003,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2022-06-22 16:42:58,4.0,3.72,л,0.004,"ОАО ""Молокозавод №1""",1,4
716197,Молоко,327.5,2021-02-20 14:11:11,2021-02-25 14:11:11,1004,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2021-02-22 14:11:11,5.0,7.0,л,0.0075,"Фермерское хозяйство ""Молочный рай""",3,2
716233,Молоко,295.6,2023-04-14 13:33:14,2023-04-19 13:33:14,1004,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2023-04-15 13:33:14,4.0,5.6,л,0.006,"Фермерское хозяйство ""Молочный рай""",4,1
716591,Молоко,68.1,2021-09-21 16:54:17,2021-09-26 16:54:17,1004,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2021-09-23 16:54:17,1.0,1.4,л,0.0015,"Фермерское хозяйство ""Молочный рай""",3,2
716632,Молоко,258.9,2024-09-25 13:38:41,2024-09-30 13:38:41,1003,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2024-09-29 13:38:41,3.0,2.79,л,0.003,"ОАО ""Молокозавод №1""",1,4
717136,Молоко,79.5,2024-09-24 12:33:54,2024-09-29 12:33:54,1004,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2024-09-25 12:33:54,1.0,1.4,л,0.0015,"Фермерское хозяйство ""Молочный рай""",4,1
717163,Молоко,214.2,2021-04-25 19:15:25,2021-04-30 19:15:25,1003,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2021-04-28 19:15:25,3.0,2.79,л,0.003,"ОАО ""Молокозавод №1""",2,3
717417,Молоко,393.0,2024-12-24 21:21:52,2024-12-29 21:21:52,1004,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2024-12-24 21:21:52,5.0,7.0,л,0.0075,"Фермерское хозяйство ""Молочный рай""",5,0
717442,Молоко,81.2,2023-07-08 20:47:34,2023-07-13 20:47:34,1003,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2023-07-08 20:47:34,1.0,0.93,л,0.001,"ОАО ""Молокозавод №1""",5,0
717462,Молоко,395.5,2024-06-19 19:45:06,2024-06-24 19:45:06,1004,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2024-06-23 19:45:06,5.0,7.0,л,0.0075,"Фермерское хозяйство ""Молочный рай""",1,4
717555,Молоко,213.6,2021-03-29 14:36:18,2021-04-03 14:36:18,1003,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2021-04-01 14:36:18,3.0,2.79,л,0.003,"ОАО ""Молокозавод №1""",2,3
717613,Молоко,142.2,2021-04-03 20:09:51,2021-04-08 20:09:51,1003,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2021-04-05 20:09:51,2.0,1.86,л,0.002,"ОАО ""Молокозавод №1""",3,2
717644,Молоко,276.4,2022-04-21 13:33:06,2022-04-26 13:33:06,1004,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2022-04-24 13:33:06,4.0,5.6,л,0.006,"Фермерское хозяйство ""Молочный рай""",2,3
717671,Молоко,230.7,2024-07-13 21:46:43,2024-07-18 21:46:43,1004,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2024-07-14 21:46:43,3.0,4.2,л,0.0045,"Фермерское хозяйство ""Молочный рай""",4,1
717829,Молоко,216.0,2023-01-12 18:38:10,2023-01-17 18:38:10,1004,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2023-01-12 18:38:10,3.0,4.2,л,0.0045,"Фермерское хозяйство ""Молочный рай""",5,0
718009,Молоко,73.8,2021-10-07 18:13:26,2021-10-12 18:13:26,1003,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2021-10-09 18:13:26,1.0,0.93,л,0.001,"ОАО ""Молокозавод №1""",3,2
718138,Молоко,264.0,2021-04-12 18:20:49,2021-04-17 18:20:49,1004,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2021-04-13 18:20:49,4.0,5.6,л,0.006,"Фермерское хозяйство ""Молочный рай""",4,1
718241,Молоко,324.4,2024-01-27 19:56:32,2024-02-01 19:56:32,1003,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2024-01-30 19:56:32,4.0,3.72,л,0.004,"ОАО ""Молокозавод №1""",2,3
718387,Молоко,140.6,2021-01-23 19:07:27,2021-01-28 19:07:27,1003,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2021-01-26 19:07:27,2.0,1.86,л,0.002,"ОАО ""Молокозавод №1""",2,3
718453,Молоко,359.5,2021-07-05 18:47:13,2021-07-10 18:47:13,1003,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2021-07-09 18:47:13,5.0,4.65,л,0.005,"ОАО ""Молокозавод №1""",1,4
718487,Молоко,152.4,2022-06-09 17:39:37,2022-06-14 17:39:37,1003,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2022-06-09 17:39:37,2.0,1.86,л,0.002,"ОАО ""Молокозавод №1""",5,0
718586,Молоко,404.0,2024-08-23 14:36:35,2024-08-28 14:36:35,1004,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2024-08-26 14:36:35,5.0,7.0,л,0.0075,"Фермерское хозяйство ""Молочный рай""",2,3
718779,Молоко,156.2,2022-12-02 10:41:57,2022-12-07 10:41:57,1003,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2022-12-06 10:41:57,2.0,1.86,л,0.002,"ОАО ""Молокозавод №1""",1,4
718801,Молоко,274.4,2021-11-19 19:52:48,2021-11-24 19:52:48,1004,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2021-11-22 19:52:48,4.0,5.6,л,0.006,"Фермерское хозяйство ""Молочный рай""",2,3
718966,Молоко,70.0,2022-05-27 20:14:17,2022-06-01 20:14:17,1004,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2022-05-27 20:14:17,1.0,1.4,л,0.0015,"Фермерское хозяйство ""Молочный рай""",5,0
719074,Молоко,133.6,2021-07-02 18:55:31,2021-07-07 18:55:31,1004,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2021-07-03 18:55:31,2.0,2.8,л,0.003,"Фермерское хозяйство ""Молочный рай""",4,1
719203,Молоко,195.3,2021-01-12 13:52:42,2021-01-17 13:52:42,1004,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2021-01-16 13:52:42,3.0,4.2,л,0.0045,"Фермерское хозяйство ""Молочный рай""",1,4
719349,Молоко,271.6,2021-12-10 17:13:15,2021-12-15 17:13:15,1004,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2021-12-10 17:13:15,4.0,5.6,л,0.006,"Фермерское хозяйство ""Молочный рай""",5,0
719529,Молоко,66.9,2021-07-26 18:14:36,2021-07-31 18:14:36,1004,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2021-07-26 18:14:36,1.0,1.4,л,0.0015,"Фермерское хозяйство ""Молочный рай""",5,0
719702,Молоко,69.0,2022-03-19 21:28:39,2022-03-24 21:28:39,1004,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2022-03-19 21:28:39,1.0,1.4,л,0.0015,"Фермерское хозяйство ""Молочный рай""",5,0
719873,Молоко,77.8,2024-04-18 20:50:31,2024-04-23 20:50:31,1004,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2024-04-18 20:50:31,1.0,1.4,л,0.0015,"Фермерское хозяйство ""Молочный рай""",5,0
719874,Молоко,354.5,2021-03-31 11:23:47,2021-04-05 11:23:47,1003,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2021-04-02 11:23:47,5.0,4.65,л,0.005,"ОАО ""Молокозавод №1""",3,2
719876,Молоко,363.0,2021-08-10 21:24:15,2021-08-15 21:24:15,1003,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2021-08-12 21:24:15,5.0,4.65,л,0.005,"ОАО ""Молокозавод №1""",3,2
719947,Молоко,246.6,2024-10-28 16:27:49,2024-11-02 16:27:49,1004,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2024-10-28 16:27:49,3.0,4.2,л,0.0045,"Фермерское хозяйство ""Молочный рай""",5,0
720011,Молоко,170.0,2023-12-26 21:17:09,2023-12-31 21:17:09,1003,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2023-12-28 21:17:09,2.0,1.86,л,0.002,"ОАО ""Молокозавод №1""",3,2
720142,Молоко,234.0,2022-08-09 09:40:31,2022-08-14 09:40:31,1003,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2022-08-12 09:40:31,3.0,2.79,л,0.003,"ОАО ""Молокозавод №1""",2,3
720368,Молоко,340.5,2021-12-08 12:02:01,2021-12-13 12:02:01,1004,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2021-12-08 12:02:01,5.0,7.0,л,0.0075,"Фермерское хозяйство ""Молочный рай""",5,0
720555,Молоко,241.8,2023-02-09 13:42:48,2023-02-14 13:42:48,1003,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2023-02-12 13:42:48,3.0,2.79,л,0.003,"ОАО ""Молокозавод №1""",2,3
720600,Молоко,350.5,2022-05-06 09:04:05,2022-05-11 09:04:05,1004,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2022-05-06 09:04:05,5.0,7.0,л,0.0075,"Фермерское хозяйство ""Молочный рай""",5,0
720661,Молоко,85.9,2024-03-31 09:27:13,2024-04-05 09:27:13,1003,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2024-04-03 09:27:13,1.0,0.93,л,0.001,"ОАО ""Молокозавод №1""",2,3
720674,Молоко,198.6,2021-04-25 21:46:24,2021-04-30 21:46:24,1004,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2021-04-29 21:46:24,3.0,4.2,л,0.0045,"Фермерское хозяйство ""Молочный рай""",1,4
720679,Молоко,148.2,2021-11-02 21:48:58,2021-11-07 21:48:58,1003,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2021-11-05 21:48:58,2.0,1.86,л,0.002,"ОАО ""Молокозавод №1""",2,3
720691,Молоко,293.2,2022-12-14 21:46:44,2022-12-19 21:46:44,1004,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2022-12-15 21:46:44,4.0,5.6,л,0.006,"Фермерское хозяйство ""Молочный рай""",4,1
720704,Молоко,151.8,2022-07-15 15:43:31,2022-07-20 15:43:31,1003,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2022-07-15 15:43:31,2.0,1.86,л,0.002,"ОАО ""Молокозавод №1""",5,0
720806,Молоко,70.3,2021-01-22 09:27:05,2021-01-27 09:27:05,1003,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2021-01-23 09:27:05,1.0,0.93,л,0.001,"ОАО ""Молокозавод №1""",4,1
720961,Молоко,163.0,2024-07-25 10:05:15,2024-07-30 10:05:15,1004,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2024-07-28 10:05:15,2.0,2.8,л,0.003,"Фермерское хозяйство ""Молочный рай""",2,3
721440,Молоко,75.1,2022-03-21 21:27:30,2022-03-26 21:27:30,1003,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2022-03-24 21:27:30,1.0,0.93,л,0.001,"ОАО ""Молокозавод №1""",2,3
721461,Молоко,80.1,2023-07-23 21:48:24,2023-07-28 21:48:24,1003,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2023-07-26 21:48:24,1.0,0.93,л,0.001,"ОАО ""Молокозавод №1""",2,3
721563,Молоко,347.0,2022-02-19 13:19:58,2022-02-24 13:19:58,1004,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2022-02-23 13:19:58,5.0,7.0,л,0.0075,"Фермерское хозяйство ""Молочный рай""",1,4
721713,Молоко,274.8,2022-01-19 15:40:02,2022-01-24 15:40:02,1004,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2022-01-22 15:40:02,4.0,5.6,л,0.006,"Фермерское хозяйство ""Молочный рай""",2,3
721742,Молоко,237.3,2023-09-02 10:00:56,2023-09-07 10:00:56,1003,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2023-09-03 10:00:56,3.0,2.79,л,0.003,"ОАО ""Молокозавод №1""",4,1
721772,Молоко,238.2,2023-08-10 09:43:05,2023-08-15 09:43:05,1003,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2023-08-12 09:43:05,3.0,2.79,л,0.003,"ОАО ""Молокозавод №1""",3,2
721798,Молоко,66.3,2021-05-19 14:05:05,2021-05-24 14:05:05,1004,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2021-05-22 14:05:05,1.0,1.4,л,0.0015,"Фермерское хозяйство ""Молочный рай""",2,3
721926,Молоко,69.0,2021-11-28 10:48:41,2021-12-03 10:48:41,1004,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2021-11-29 10:48:41,1.0,1.4,л,0.0015,"Фермерское хозяйство ""Молочный рай""",4,1
722083,Молоко,328.0,2024-06-17 11:32:43,2024-06-22 11:32:43,1003,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2024-06-17 11:32:43,4.0,3.72,л,0.004,"ОАО ""Молокозавод №1""",5,0
722117,Молоко,146.0,2023-07-29 20:28:40,2023-08-03 20:28:40,1004,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2023-07-29 20:28:40,2.0,2.8,л,0.003,"Фермерское хозяйство ""Молочный рай""",5,0
722336,Молоко,140.6,2021-01-19 16:54:51,2021-01-24 16:54:51,1003,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2021-01-23 16:54:51,2.0,1.86,л,0.002,"ОАО ""Молокозавод №1""",1,4
722388,Молоко,334.8,2024-10-02 19:37:10,2024-10-07 19:37:10,1003,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2024-10-03 19:37:10,4.0,3.72,л,0.004,"ОАО ""Молокозавод №1""",4,1
722506,Молоко,197.4,2021-03-28 15:14:25,2021-04-02 15:14:25,1004,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2021-03-31 15:14:25,3.0,4.2,л,0.0045,"Фермерское хозяйство ""Молочный рай""",2,3
722744,Молоко,71.0,2022-07-01 16:14:34,2022-07-06 16:14:34,1004,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2022-07-04 16:14:34,1.0,1.4,л,0.0015,"Фермерское хозяйство ""Молочный рай""",2,3
722881,Молоко,417.0,2024-10-21 09:31:40,2024-10-26 09:31:40,1003,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2024-10-24 09:31:40,5.0,4.65,л,0.005,"ОАО ""Молокозавод №1""",2,3
722963,Молоко,320.4,2023-11-29 14:54:02,2023-12-04 14:54:02,1003,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2023-11-29 14:54:02,4.0,3.72,л,0.004,"ОАО ""Молокозавод №1""",5,0
722974,Молоко,142.0,2021-03-18 09:53:04,2021-03-23 09:53:04,1003,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2021-03-22 09:53:04,2.0,1.86,л,0.002,"ОАО ""Молокозавод №1""",1,4
723019,Молоко,152.0,2023-06-17 09:51:08,2023-06-22 09:51:08,1004,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2023-06-19 09:51:08,2.0,2.8,л,0.003,"Фермерское хозяйство ""Молочный рай""",3,2
723426,Молоко,212.4,2022-06-19 19:18:51,2022-06-24 19:18:51,1004,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2022-06-21 19:18:51,3.0,4.2,л,0.0045,"Фермерское хозяйство ""Молочный рай""",3,2
723646,Молоко,161.2,2023-07-20 10:34:29,2023-07-25 10:34:29,1003,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2023-07-21 10:34:29,2.0,1.86,л,0.002,"ОАО ""Молокозавод №1""",4,1
723662,Молоко,243.9,2024-12-29 14:43:09,2025-01-03 14:43:09,1004,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2025-01-01 14:43:09,3.0,4.2,л,0.0045,"Фермерское хозяйство ""Молочный рай""",2,3
723765,Молоко,143.8,2022-07-07 15:28:01,2022-07-12 15:28:01,1004,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2022-07-10 15:28:01,2.0,2.8,л,0.003,"Фермерское хозяйство ""Молочный рай""",2,3
723834,Молоко,373.5,2022-05-18 17:50:19,2022-05-23 17:50:19,1003,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2022-05-20 17:50:19,5.0,4.65,л,0.005,"ОАО ""Молокозавод №1""",3,2
723922,Молоко,431.0,2024-08-26 10:00:02,2024-08-31 10:00:02,1003,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2024-08-29 10:00:02,5.0,4.65,л,0.005,"ОАО ""Молокозавод №1""",2,3
723942,Молоко,143.4,2022-06-19 20:48:00,2022-06-24 20:48:00,1004,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2022-06-21 20:48:00,2.0,2.8,л,0.003,"Фермерское хозяйство ""Молочный рай""",3,2
724089,Молоко,135.6,2021-10-27 20:02:27,2021-11-01 20:02:27,1004,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2021-10-31 20:02:27,2.0,2.8,л,0.003,"Фермерское хозяйство ""Молочный рай""",1,4
724424,Молоко,294.4,2021-12-02 11:21:46,2021-12-07 11:21:46,1003,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2021-12-04 11:21:46,4.0,3.72,л,0.004,"ОАО ""Молокозавод №1""",3,2
724576,Молоко,174.0,2024-11-09 19:04:47,2024-11-14 19:04:47,1003,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2024-11-11 19:04:47,2.0,1.86,л,0.002,"ОАО ""Молокозавод №1""",3,2
725021,Молоко,369.5,2023-10-11 21:40:02,2023-10-16 21:40:02,1004,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2023-10-15 21:40:02,5.0,7.0,л,0.0075,"Фермерское хозяйство ""Молочный рай""",1,4
725212,Молоко,324.4,2023-08-14 12:47:24,2023-08-19 12:47:24,1003,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2023-08-14 12:47:24,4.0,3.72,л,0.004,"ОАО ""Молокозавод №1""",5,0
725215,Молоко,163.0,2024-04-09 09:54:12,2024-04-14 09:54:12,1003,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2024-04-12 09:54:12,2.0,1.86,л,0.002,"ОАО ""Молокозавод №1""",2,3
725223,Молоко,70.9,2021-03-21 16:57:20,2021-03-26 16:57:20,1003,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2021-03-22 16:57:20,1.0,0.93,л,0.001,"ОАО ""Молокозавод №1""",4,1
725308,Молоко,149.8,2022-03-04 09:03:56,2022-03-09 09:03:56,1003,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2022-03-05 09:03:56,2.0,1.86,л,0.002,"ОАО ""Молокозавод №1""",4,1
725356,Молоко,216.9,2021-06-15 18:48:36,2021-06-20 18:48:36,1003,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2021-06-18 18:48:36,3.0,2.79,л,0.003,"ОАО ""Молокозавод №1""",2,3
725526,Молоко,149.8,2023-07-21 12:49:36,2023-07-26 12:49:36,1004,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2023-07-25 12:49:36,2.0,2.8,л,0.003,"Фермерское хозяйство ""Молочный рай""",1,4
725761,Молоко,220.5,2021-10-11 13:42:26,2021-10-16 13:42:26,1003,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2021-10-11 13:42:26,3.0,2.79,л,0.003,"ОАО ""Молокозавод №1""",5,0
725834,Молоко,298.0,2021-12-09 11:24:26,2021-12-14 11:24:26,1003,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2021-12-10 11:24:26,4.0,3.72,л,0.004,"ОАО ""Молокозавод №1""",4,1
725930,Молоко,289.6,2022-08-16 11:24:46,2022-08-21 11:24:46,1004,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2022-08-16 11:24:46,4.0,5.6,л,0.006,"Фермерское хозяйство ""Молочный рай""",5,0
725954,Молоко,156.4,2022-11-20 20:47:16,2022-11-25 20:47:16,1003,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2022-11-24 20:47:16,2.0,1.86,л,0.002,"ОАО ""Молокозавод №1""",1,4
726068,Молоко,373.5,2023-09-25 19:08:35,2023-09-30 19:08:35,1004,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2023-09-29 19:08:35,5.0,7.0,л,0.0075,"Фермерское хозяйство ""Молочный рай""",1,4
726146,Молоко,404.0,2024-08-11 14:21:19,2024-08-16 14:21:19,1004,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2024-08-12 14:21:19,5.0,7.0,л,0.0075,"Фермерское хозяйство ""Молочный рай""",4,1
726183,Молоко,78.8,2023-04-19 13:11:30,2023-04-24 13:11:30,1003,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2023-04-21 13:11:30,1.0,0.93,л,0.001,"ОАО ""Молокозавод №1""",3,2
726187,Молоко,140.2,2022-04-12 09:01:45,2022-04-17 09:01:45,1004,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2022-04-15 09:01:45,2.0,2.8,л,0.003,"Фермерское хозяйство ""Молочный рай""",2,3
726486,Молоко,75.7,2022-04-06 10:02:36,2022-04-11 10:02:36,1003,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2022-04-08 10:02:36,1.0,0.93,л,0.001,"ОАО ""Молокозавод №1""",3,2
726743,Молоко,252.6,2024-02-20 17:16:22,2024-02-25 17:16:22,1003,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2024-02-21 17:16:22,3.0,2.79,л,0.003,"ОАО ""Молокозавод №1""",4,1
726927,Молоко,166.2,2023-08-06 14:19:40,2023-08-11 14:19:40,1003,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2023-08-10 14:19:40,2.0,1.86,л,0.002,"ОАО ""Молокозавод №1""",1,4
726975,Молоко,204.9,2021-11-03 18:27:28,2021-11-08 18:27:28,1004,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2021-11-05 18:27:28,3.0,4.2,л,0.0045,"Фермерское хозяйство ""Молочный рай""",3,2
727084,Молоко,254.7,2024-03-11 21:45:57,2024-03-16 21:45:57,1003,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2024-03-15 21:45:57,3.0,2.79,л,0.003,"ОАО ""Молокозавод №1""",1,4
727130,Молоко,221.1,2022-01-26 19:45:57,2022-01-31 19:45:57,1003,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2022-01-26 19:45:57,3.0,2.79,л,0.003,"ОАО ""Молокозавод №1""",5,0
727199,Молоко,387.0,2023-02-20 11:39:11,2023-02-25 11:39:11,1003,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2023-02-23 11:39:11,5.0,4.65,л,0.005,"ОАО ""Молокозавод №1""",2,3
727331,Молоко,261.2,2021-01-31 12:29:28,2021-02-05 12:29:28,1004,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2021-01-31 12:29:28,4.0,5.6,л,0.006,"Фермерское хозяйство ""Молочный рай""",5,0
727587,Молоко,66.2,2021-05-04 09:26:21,2021-05-09 09:26:21,1004,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2021-05-08 09:26:21,1.0,1.4,л,0.0015,"Фермерское хозяйство ""Молочный рай""",1,4
727711,Молоко,287.2,2021-06-26 19:43:50,2021-07-01 19:43:50,1003,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2021-06-29 19:43:50,4.0,3.72,л,0.004,"ОАО ""Молокозавод №1""",2,3
727776,Молоко,266.8,2021-07-04 17:39:49,2021-07-09 17:39:49,1004,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2021-07-05 17:39:49,4.0,5.6,л,0.006,"Фермерское хозяйство ""Молочный рай""",4,1
727884,Молоко,362.5,2023-04-12 11:19:24,2023-04-17 11:19:24,1004,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2023-04-12 11:19:24,5.0,7.0,л,0.0075,"Фермерское хозяйство ""Молочный рай""",5,0
727904,Молоко,162.8,2023-09-21 20:37:48,2023-09-26 20:37:48,1003,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2023-09-22 20:37:48,2.0,1.86,л,0.002,"ОАО ""Молокозавод №1""",4,1
727919,Молоко,272.8,2022-01-01 16:24:03,2022-01-06 16:24:03,1004,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2022-01-02 16:24:03,4.0,5.6,л,0.006,"Фермерское хозяйство ""Молочный рай""",4,1
727985,Молоко,215.4,2021-06-07 21:30:11,2021-06-12 21:30:11,1003,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2021-06-07 21:30:11,3.0,2.79,л,0.003,"ОАО ""Молокозавод №1""",5,0
728018,Молоко,359.5,2021-06-14 09:33:40,2021-06-19 09:33:40,1003,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2021-06-15 09:33:40,5.0,4.65,л,0.005,"ОАО ""Молокозавод №1""",4,1
728041,Молоко,211.8,2022-06-29 14:18:33,2022-07-04 14:18:33,1004,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2022-06-30 14:18:33,3.0,4.2,л,0.0045,"Фермерское хозяйство ""Молочный рай""",4,1
728117,Молоко,148.4,2021-12-30 16:58:05,2022-01-04 16:58:05,1003,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2021-12-31 16:58:05,2.0,1.86,л,0.002,"ОАО ""Молокозавод №1""",4,1
728368,Молоко,66.4,2021-05-19 14:32:34,2021-05-24 14:32:34,1004,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2021-05-21 14:32:34,1.0,1.4,л,0.0015,"Фермерское хозяйство ""Молочный рай""",3,2
